City,Departure_Date,Return_Date,Picture_Path,Price,Num_Stops,Duration_Hours,Duration_Minutes,Lodging_Cost,Description
Goma,Feb 14,Feb 21,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcRFCTdLD_38CgB8vuApR7jZNVt5sGGYT_FLREBJk3S8p1Vf0VacjOQrQM55Hbz0vHEKmsqza6ICVFA4OPz_v8s0NZ4HNBa8YLyKETlDHAw,"1,106",2,35,55,48,"The Rwandan genocide of 1994 was perpetrated by the provisional Rwandan government on the Tutsi population and Hutu moderates. In response the Rwandan Patriotic Front (RPF), formed by Tutsi refugees in Uganda, which already controlled large areas of northern Rwanda following its 1990 invasion and the ongoing Civil War, overthrew the Hutu government in Kigali and forced it out. One of the many UN missions attempted to provide a safe zone in the volatile situation and provided safe passage for the refugees. From 13 June to 14 July 1994, 10,000 to 12,000 refugees per day crossed the border to Goma. The massive influx created a severe humanitarian crisis,[2] as there was an acute lack of shelter, food and water. However, the Zaïrean government took it upon itself to garner attention for the situation. Shortly after the arrival of nearly one million refugees,[3] a deadly cholera outbreak claimed thousands of lives in the Hutu refugee camps around Goma. RPF aligned forces, mainly actors in the conflict, crossed the border and in acts of revenge also claimed several lives.
"
Kahuzi-Biega National Park,Feb 14,Feb 21,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcRm7QCF7WiCCoUJWToDuohzDZ2F2HFnU8LY1-v3fGGqMGh23TXhh-jnk_OKH9tjbTQc5NRhAzV8DWhxHHxxeCkNm9yVMRkIUgM7P3np-5I,"1,106",2,35,55,138,"The park lies west of the Bukavu town in South Kivu Province,[2] covering an area of 6,000 km2 (2,300 sq mi). A small part of the park is in Mitumba Mountain range of the Albertine Rift in the Great Rift Valley, and the larger part is in lowland terrain.[3] A corridor of 7.4 km (4.6 mi) width joins the mountainous and lowland terrain.[2] The eastern part of the park is the smaller mountainous region measuring 600 km2 (230 sq mi); the larger part measures 5,400 km2 (2,100 sq mi) and consists mainly of lowland stretching from Bukavu to Kisangani, drained by the Luka and Lugulu rivers which flow into the Lualaba River.[3] Two dormant volcanoes are set within the park's limits and lend their names to it: Kahuzi (3,308 m (10,853 ft)) and Biéga (2,790 m (9,150 ft)).[2]
"
Lubumbashi,Jan 28,Feb 3,https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcQdil8S5z2FgtATKTLorrfyyF5rGLq27ngotYDgqLet_DuGbEEsrpuQCpcrkmjnvTkxVRajgVIn5VDkwP7y93agyVHiRHHGlu-B8MtVXWo,"1,665",3,31,10,144,"Lubumbashi (former names: Élisabethville (French) and Elisabethstad (help·info) (Dutch)) is the second largest city in the Democratic Republic of the Congo, located in the country's southeasternmost part, along the border with Zambia. The capital and principal city of the Haut-Katanga Province, Lubumbashi is the center of mining in the region, acting as a hub for many of the country's largest mining companies.[4] No definite population figures are available, but the population of the city's urban area is estimated to be around 2,786,397 in 2021.[3]
"
Nairobi,Feb 6,Feb 14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7MQ711FY9NLDqGHS0ql3l5fyL1MB4gVK3z78v5yTUwTCnbBntzoD-8kdUKQfhcCrxOtkkUyjTeEwCNoaJ_1SIITto5p6vcI3wNT6czVE,670,1,22,5,55,"Nairobi (/naɪˈroʊbi/ ny-ROH-bee) is the capital and the largest city of Kenya. The name comes from the Maasai phrase Enkare Nairobi, which translates to ""cool water"", a reference to the Nairobi River which flows through the city. The city proper had a population of 4,397,073 in the 2019 census, while the metropolitan area has a population of 9,354,580. The city is popularly referred to as the Green City in the Sun.[6]
"
Serengeti,Jun 9,Jun 16,https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcREPheM6jnqdCiHg5OkRySKMsvu55E03zq3pZyvfOBHH0oU-lTUcdSHdEBE8NBHfcAh5PPtU1omZcVLjbUv8EF_O7U2Ut64CvmvAPwGSCY,,,,,600,"The Serengeti (/ˌsɛrənˈɡɛti/ SERR-ən-GHET-ee) ecosystem is a geographical region in Africa, spanning northern Tanzania.[1] The protected area within the region includes approximately 30,000 km2 (12,000 sq mi) of land, including the Serengeti National Park and several game reserves.[2] The Serengeti hosts the second[citation needed] largest terrestrial mammal migration in the world, which helps secure it as one of the Seven Natural Wonders of Africa,[3] and as one of the ten natural travel wonders of the world.[4]
"
Serengeti National Park,Apr 28,May 4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcYRobUGGMDyxdyzqJkXos9KcQcH9MEGBwZagOA-HcfIwlRASQLgeFcOONYe6Wa7bBAriKfwPaIujbXUyr5d87UspkHysiLdHKzghEnTA,823,2,20,15,291,"The Serengeti National Park is a large national park in northern Tanzania that stretches over 14,763 km2 (5,700 sq mi). It is located entirely in eastern Mara Region and north east portion of Simiyu Region and contains over 15,000,000 hectares (37,000,000 acres) of virgin savanna. 
"
Ngorongoro Conservation Area,Apr 28,May 4,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTtUrLillqmZJGP-PJuDS0DYu0ZZk4bUdn2ySLLwI1q32I51aqfyiCy8vhy2UQpTHL0vx5o4l6YcBH5a00a0Wxxvuaf1_LCJmaZXcoUgSU,823,2,20,15,211,"The Ngorongoro Conservation Area (UK: /(ə)ŋˌɡɔːrəŋˈɡɔːroʊ/,[3] US: /ɛŋˌɡɔːroʊŋˈɡɔːroʊ, əŋˌɡoʊrɔːŋˈɡoʊroʊ/[4][5]) is a protected area and a UNESCO World Heritage Site located in Ngorongoro District, 180 km (110 mi) west of Arusha City in Arusha Region, within the Crater Highlands geological area of northern Tanzania. The area is named after Ngorongoro Crater, a large volcanic caldera within the area. The conservation area is administered by the Ngorongoro Conservation Area Authority, an arm of the Tanzanian government, and its boundaries follow the boundary of the Ngorongoro District in Arusha Region.
"
Amboseli National Park,Apr 28,May 4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUCdJ9a90oqcH2xNkFaZfnKHucZfuQI9Q2MUzlrlXNupdWeI1L88An9XzlR5MU8AIZn3Hg3YnaXmfcMZ6vd68cs4XFPp0KehmKsPCJqfU,823,2,20,15,211,"Amboseli National Park, formerly Maasai Amboseli Game Reserve, is a national park in Kajiado South Constituency in Kajiado County,[1] Kenya. The park is 39,206 ha (392.06 km2)[2] in size at the core of an 8,000 km2 (3,100 sq mi) ecosystem that spreads across the Kenya-Tanzania border. The local people are mainly Maasai, but people from other parts of the country have settled there attracted by the successful tourist-driven economy and intensive agriculture along the system of swamps that makes this low-rainfall area, average 350 mm (14 in), one of the best wildlife-viewing experiences in the world with 400 species of birds including water birds like pelicans, kingfishers, crakes, hamerkop and 47 raptor species.[3]
"
Bwindi Impenetrable Forest,Feb 14,Feb 21,https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcQV5CxZ0rjVeDM2Fg3jS9LSxghafxVY_nFYhFYyeImQOmVOvKndcYdK3vQapwKA9Oi9vyG6yEUa9Gor3g_Xvn7KoatDSUkYdYGbCiLmS-M,"1,106",2,35,55,172,"The name Bwindi is derived from the Runyakitara word Mubwindi and means ""a place full of darkness"".[2] This name comes from the extensive stands of bamboo interspersed amongst the larger forest hardwoods. The bamboo and thick ground cover of ferns, vines, and other plant growth severely hinder direct access on foot.[3] Also known as the ""Place of Darkness"",[4][5] the forest is on the edge of the western arm of the Great Rift Valley, only a few kilometres from the Democratic Republic of the Congo (DRC) border and about 25 kilometres (16 mi) north of the Virunga Mountains.
"
Murchison Falls National Park Uganda,Mar 18,Mar 25,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSIKCDyPw8mziiWvmXd9f5JRjPoyiRml57M1S5y9cu10e2RkabC__nL3AL52Yijn0Tq8kvxTqelcxprnoz9PAlRz_JLp6PlVSgctJarMaY,827,2,33,25,42,
Réunion,Apr 30,May 8,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRAY0wBWu3OyizThI7FloDLpHLPwudme1FouAaCRGORyh-qi27kuo0vqzUM4lv2a9f8kMzpYukWIVTi7XKgYW5MCaxFBaUh0-A-jCktTBM,"1,217",1,26,15,130,"Réunion (French: La Réunion, [la ʁe.y.njɔ̃] (listen); previously Île Bourbon; Reunionese Creole: La Rénion) is an island in the Indian Ocean that is an overseas department and region of France. It is located approximately 550 km (340 mi) east of the island of Madagascar and 175 km (109 mi) southwest of the island of Mauritius. As of January 2022[update], it had a population of 868,846.[1]
"
Lake Manyara National Park,Apr 28,May 4,https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcRGuYhC3_eDSUWhRF1lUencgdzgrJzjuFJLnC4LM26eGkpahzesPNOlQ303rh_s39defT_Xvz4iNsN0FqnaTpKRYAZhYb0oJKi56dv9YIQ,823,2,20,15,241,"Since the 1920s, Lake Manyara area was used for sports hunting.[3] In 1957, a game reserve was established.[4] In 1960, it was given National Park status and in 1974 about 550 ha (1,400 acres) were added to the southern end. The majority of the land area of the park is a narrow strip running between the Gregory Rift wall to the west and Lake Manyara, an alkaline lake, to the east.[5] The national park only includes the northwest quadrant of the lake, about 200 km2 (77 sq mi). It is part of the much larger Lake Manyara Biosphere Reserve, established in 1981 by UNESCO as part of its Man and the Biosphere Programme.[6]
"
Addis Ababa,Feb 27,Mar 7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlohRJ0RWH8J0wexMr0CBk6tONw8TPj_cGJgiLKoxUs9w7qluFpc6N8uFpuvLBiSZkfxpy7IFHM68XMZNcfMno8-YVu4_YC-yx0YKC7Y4,749,1,19,20,44,"Addis Ababa ([adˈdis ˈabəba] (listen); Amharic: አዲስ አበባ, romanized: Ādīs Ābeba, lit. 'new flower'), also known as Finfinne[4] (lit. ""natural spring""), is the capital and largest city of Ethiopia. It also serves as regional capital of Oromia.[5][6][7] According to the 2007 census, the city's population is estimated at 2,739,551 inhabitants.[2] A highly developed and important cultural, artistic and financial centre, Addis Ababa is a chartered city.[8]
"
Dar es Salaam,Mar 25,Mar 31,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRos3OXUby4WIILKL2EKCKRMJ-_WM_PT9HABh-TF3nqtVOIFmg_KkccIIC4VTMkCKMtFEjtT9_CUdaA47By6H5sAKht-mho9vbGTjdXKEo,902,1,21,40,46,"The town was founded by Majid bin Said, the first Sultan of Zanzibar, in 1865 or 1866. It was the main administrative and commercial center of German East Africa, Tanganyika, and Tanzania. The decision was made in 1974 to move the capital to Dodoma and was officially completed in 1996.[3]
"
Tsavo East National Park,Feb 27,Mar 7,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSkKhzHDhU1LWw2L7mJFJV67OyJjN2u8sUIfzpEf9uLwmSF3JhvASAQywo0GPDtrXFacbV3OrTH5jTZW4FKDUOfk4L7l1QtK3352PlwtN0,670,1,22,5,102,"Tsavo East National Park is one of the oldest and largest parks in Kenya at 13,747 square kilometres. Situated in a semi-arid area previously known as the Taru Desert it opened in April 1948, and is located near the town of Voi in the Taita-Taveta County of the former Coast Province. The park is divided into east and west sections by the A109 road and a railway. Named for the Tsavo River, which flows west to east through the national park, it borders the Chyulu Hills National Park, and the Mkomazi Game Reserve in Tanzania.
"
Mombasa,Apr 3,Apr 11,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcR_N5R3zlbi3LVjp0oLK8aGSVWG0aqW7zVofjgD5sy0vT3irdJ3zr0IIEqrBwWnTA3D5fEwuT7sifwtdHBnVhJAL8fXN1z9jeuq2Xo01RM,"1,001",1,28,10,54,"Mombasa (/mɒmˈbæsə/ mom-BASS-ə, also US: /-ˈbɑːs-/ -⁠BAH-sə) is a coastal city in southeastern Kenya along the Indian Ocean. The city is known as the white and blue city in Kenya. It is the country's oldest (circa 900 AD) and second-largest city[3] (after the capital Nairobi), with a population of about 1,208,333 people according to the 2019 census.[1] Its metropolitan region is the second-largest in the country, and has a population of 3,528,940 people.[1]
"
Lake Nakuru,Feb 27,Mar 7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkdPjQP4Tl3pDJJitz1H6cadbUY_mhN1p1u-him-wbDm6YPuhQ1t8r3agGj-82LwdGk4mOkeGa61YaMaj9KShc-SUfSxQyfzulIFjHU-o,670,1,22,5,31,"The lake's abundance of algae used to attract a vast quantity of flamingos that famously lined the shore. Other birds also flourish in the area, as do warthogs, baboons and other large mammals. Eastern black rhinos and southern white rhinos have also been introduced.
"
Arusha,Apr 28,May 4,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ6p24G5BvtZZDvVOEZn2C1wdtEOwFlpav3pfUOB2CN7Bm6HK0JypDe5BmPDsE_NSUrHdr9-8hQDZ6w18O4tXrJE373FjDz47L4i5wakGE,823,2,20,15,58,"The city of Arusha is a major international diplomatic hub. It hosts the East African Community. From 1994 to 2015, the city also hosted the International Criminal Tribunal for Rwanda, but that entity has ceased operations. It is a multicultural city with a majority Tanzanian population of mixed backgrounds: indigenous African, Arab-Tanzanian and Indian-Tanzanian population, plus a small European and North American minority population. Religions of the Arusha city population include Christianity, Islam, Sikhism and Hinduism. In 2018, it was declared Arusha City would be the capital city of the proposed East African Federation due to it being seen as a neutral city that does not serve as the political centre of any of the constituent countries. The city also has significance to the whole of East Africa due to its long history of hosting important East African events and institutions.
"
Kampala,Mar 18,Mar 25,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHazv6waw9zAGO8EtcjnwjEXwd_dOXm9BHrk5SDR6OL1EjotBjshbhb3FKQTmVNylj8_HwJmujK2HUe4qhxb4vWxrQZjduIjsRd2O3KRU,827,2,33,25,57,"Kampala's metropolitan area consists of the city proper and the neighboring Wakiso District, Mukono District, Mpigi District, Buikwe District and Luweero District. It has a rapidly growing population that is estimated at 6,709,900 people in 2019 by the Uganda Bureau of Statistics[7] in an area of 8,451.9 km2 (3,263.3 square miles).
"
Stone Town,Mar 19,Mar 26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRd6iN6t7dD0UQjnI_mTb07Bvb6SC1xmfxqYZ8KkGTq9DfYCqcXEx8MbbAkBa0_S5v2ZjYMG5_1b3RDBx-prjZjnG4ikBuoFKDBL-6p8Bs,820,3,19,50,57,"Stone Town is a city of prominent historical and artistic importance in East Africa. Its architecture, mostly dating back to the 19th century, reflects the diverse influences underlying the Swahili culture, giving a unique mixture of Arab, Persian, Indian and European elements. For this reason, the town was designated as a UNESCO World Heritage Site in 2000.[2]
"
Mahé,Mar 6,Mar 14,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTBp549QMifWSHw0IkG8JHdVZPKqbc1Vkd2Q4-V3c2Ys_r5m8dHjqEDAU5MssygjXTVtnfpt_BDYmjlPOPkXtCm1Nkr6VR0NocNJFdqv3o,878,2,34,35,156,"Mahe, Mahé, Mähe, or MAHE may refer to:
"
Arusha National Park,Apr 28,May 4,https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcTvpKQqGAvoBOD59ViZUJgA82IQYDrA-fqifOWGXWDH67nSP4VG-7QX8FhW9sHwUv3rtnGJLkJNYxqplxg2o_SU9Q5aVc3SeItZqsfg2NA,823,2,20,15,61,"Mount Meru is the second highest peak in Tanzania after Mount Kilimanjaro, which is just 60 km away and forms a backdrop to views from the park to the east. Arusha National Park lies on a 300-kilometre axis of Africa's most famous national parks, running from Serengeti and Ngorongoro Crater in the west to Kilimanjaro National Park in the east.
"
La Digue,Mar 6,Mar 14,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcROvLVjkLcVsOYXSc2Alyph7JLy1v-jM04iPIkeocvNNy9b4VJFUny_mgEyTcTotMt2CSp3uKggk-NnzD9E24QAyiDtrQopSAG9hxSfZjk,878,2,34,35,172,"La Digue is the third most populated island[3] of the Seychelles, and fourth largest by land area,[4] lying east of Praslin and west of Felicite Island. In size, it is the fourth-largest granitic island of Seychelles after Mahé, Praslin and Silhouette Island. It has a population of 2,800 people. Most of the inhabitants live in the west coast villages of La Passe (linked by ferry to Praslin and Mahé) and Anse Réunion. There is no airport on La Digue, so to get there from a foreign country, one must fly to Victoria and continue by ferry, usually via Praslin. It has an area of 10.08 km2, which makes it relatively easy to travel around by bike or on foot.
"
Kidepo Valley National Park,Mar 18,Mar 25,https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcQV1vLthv-ZTPSKM7kk3mjFymnc6erkYzPrt-wc7SD-rd9JYL1UvyAJgJGfo3Vg-9Mf-CLZwG_UZrdYlaFmV0yt_UUUXKnXEfRd8mLaeSo,827,2,33,25,,"Kidepo Valley National Park is located near Karenga in Kaabong District, in the northeastern corner of Uganda. The park is approximately 220 kilometres (140 mi), by road northwest of Moroto, the largest town in the sub-region. It is approximately 520 kilometres (320 mi), by road, northeast of Kampala, Uganda's capital and largest city.[1]
"
Kigali,Jun 9,Jun 16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfahpGLWiTXhh5Nw_nY9K5ayHagriGl1-ws_YokZsaYgco2pSZKqkGfY-ae1AluTazz3k-ONYCh7zNVjFIUMnPbAx-34LcXv1TVCAp4ks,792,3,25,30,1,"Kigali (Kinyarwanda pronunciation: [ci.ɡɑ́.ɾi]) is the capital and largest city of Rwanda. It is near the nation's geographic centre in a region of rolling hills, with a series of valleys and ridges joined by steep slopes. The city has been Rwanda's economic, cultural, and transport hub since it became the capital following independence from Belgian rule in 1962.
"
Praslin,Mar 6,Mar 14,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTAIODNbbz_tLNrZ5kZVl9E5zIprK4q9Dq0fwlpB08hpg6hqivRg_Epl4J84PoQOE2sD_X8K8Yzwch_1Fv_khOSvonJ2qmD_HD0p-m-Ako,878,2,34,35,161,"It was named Isle de Palmes by explorer Lazare Picault in 1744. During that time it was used as a hideaway by pirates and Arab merchants. In 1768 it was renamed Praslin in honor of French diplomat César Gabriel de Choiseul, duc de Praslin.
"
Hells Gate National Park,Feb 27,Mar 7,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ-HFo1xSSnNYFktevN1rRmq9A3ozBHax33B3iLmqZB9RafNTs9hzkuKIWpyCzGZ3aYsfLZ4h07sfaX9W94i1Qq9LXJWXifz5jePHLF5nM,670,1,22,5,194,
Lalibela,Feb 27,Mar 7,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT5CuNgwfTpI8-m5WEZzLy-wKJ9PiG85bEad9AcqUbMC5hEoVdatVhGkShdpwmsWqc7JngDLb_SzyADu7LMZRkGaDeKxmbc--C2_EjVhn4,749,1,19,20,56,"Lalibela (Amharic: ላሊበላ) is a town in the Amhara Region of Ethiopia. Located in the Lasta district and North Wollo Zone, it is famous for its rock-cut monolithic churches. The whole of Lalibela is a large and important site for the antiquity, medieval, and post-medieval civilization of Ethiopia.[1] To Christians, Lalibela is one of Ethiopia's holiest cities, and a center of pilgrimage.
"
Maputo,Mar 4,Mar 13,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRA0YKVx-tjoerkNCsviw3zMnYzGWPczQ4vA1CuqRsj92A5pmBZXnMmWenkKE-iaXGaotvh5gJUiMzPPOEFnWU9J5Cpt_7VqJdgn62v9Ck,"1,056",1,32,40,79,"Maputo is situated on a large natural bay on the Indian Ocean, near where the rivers Tembe, Mbuluzi, Matola and Infulene converge. The city consists of seven administrative divisions, which are each subdivided into quarters or bairros. The city is surrounded by Maputo Province, but is administered as a self-contained, separate province since 1998. Maputo City is the geographically smallest and most densely populated province in Mozambique.[5] Maputo is a cosmopolitan city, with Bantu, Tsonga languages being more common, Portuguese, and, to a lesser extent, Arabic, Indian, and Chinese languages and cultures present.
"
Lake Naivasha,Feb 27,Mar 7,https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcQ9xfMToLNUOaaslVsybRtqxLVUh762I1ng4ZzVFwoVhNStD453SubebGyODoBusWQt3n5JhBNWGJCzYVz02K12PaH8akFO18iCNcdPLC8,670,1,22,5,119,"Lake Naivasha is at the highest elevation of the Kenyan Rift valley at 1,884 metres (6,181 ft) in a complex geological combination of volcanic rocks and sedimentary deposits from a larger Pleistocene Era lake.  Apart from transient streams, the lake is fed by the perennial Malewa and Gilgil rivers. There is no visible outlet, but since the lake water is relatively fresh it is assumed to have an underground outflow.[2]
"
